ride_id,started_at,ended_at,start_station,end_station,user_type
R100651,2026-06-07 16:38:00,2026-06-07 16:57:00,Midtown MARTA,Centennial Olympic Park,casual
R105553,07/26/2026 22:45,2026-07-26 22:52:13,Ponce City Market,  Atlantic Station ,member
R101821,2026-06-19 12:01:00,2026-06-19 12:11:39,Ponce City Market,West End,member
R104156,2026-07-12 15:27:00,2026-07-12 15:36:34,  Little Five Points ,Midtown MARTA,member
R101597,2026-06-16 19:06:00,06/16/2026 19:19,Centennial Olympic Park,Georgia State University,member
R104548,2026-07-16 13:43:00,2026-07-16 13:47:25,Piedmont Park,Centennial Olympic Park,casual
R102901,2026-06-29 17:38:00,2026-06-29 17:54:01,Midtown MARTA,Piedmont Park,casual
R102787,2026-06-28 07:35:00,2026-06-28 07:45:19,krog street market,Grant Park,member
R104499,2026-07-16 06:09:00,2026-07-16 06:19:42,Centennial Olympic Park,Little Five Points,member
R105278,2026-07-23 17:04:00,07/23/2026 17:12,Centennial Olympic Pk,midtown marta,member
R104817,19-Jul-2026 16:16,2026-07-19 16:23:19,Midtown MARTA,Ponce City Market,member
R101578,06/16/2026 18:31,2026-06-16 18:39:07,Georgia State University,Midtown MARTA,member
R101853,06/19/2026 09:49,06/19/2026 09:53,Little Five Points,Atlantic Station,member
R102082,2026-06-21 02:58:00,06/21/2026 03:15,Georgia State University,Little Five Points,member
R102804,06/28/2026 05:52,28-Jun-2026 06:26,Georgia State University,Midtown MARTA,casual
R102357,2026-06-24 17:38:00,2026-06-24 17:44:58,Centennial Olympic Park,Midtown MARTA,member
R100811,2026-06-09 07:13:00,2026-06-09 07:32:12,Ponce City Market,Georgia State University,casual
R105681,2026-07-27 13:50:00,27-Jul-2026 13:58,Centennial Olympic Park,Midtown MARTA,member
R101886,2026-06-19 18:12:00,19-Jun-2026 18:25,Ponce City Market,  Centennial Olympic Park ,member
R102602,2026-06-26 17:01:00,2026-06-26 17:07:16,Georgia State University,Ponce City Market,member
R102019,2026-06-21 13:52:00,2026-06-21 14:19:18,Midtown MARTA,Ponce City Market,casual
R104862,2026-07-19 17:22:00,2026-07-19 17:23:00,Piedmont Park,Georgia State University,casual
R102460,06/25/2026 14:07,2026-06-25 14:28:36,Midtown MARTA,West End,casual
R100841,2026-06-09 17:57:00,2026-06-09 18:11:45,Midtown MARTA,krog street market,member
R103062,2026-07-01 17:57:00,01-Jul-2026 18:12,Midtown MARTA,,member
R105665,07/27/2026 08:55,2026-07-27 09:19:43,midtown marta,Georgia State University,casual
R101131,2026-06-12 16:54:00,12-Jun-2026 17:06,  Ponce City Market ,West End,member
R101805,06/18/2026 14:14,2026-06-18 14:25:59,Piedmont Park,Midtown MARTA,member
R104718,18-Jul-2026 03:05,2026-07-18 03:17:53,Ponce City Market,Little Five Points,member
R103064,2026-07-01 07:12:00,07/01/2026 07:26,  Krog Street Market ,Atlantic Station,member
R102820,2026-06-28 09:42:00,2026-06-28 09:52:55,Georgia State University,  Centennial Olympic Park ,member
R103046,07/01/2026 05:18,2026-07-01 05:48:56,Krog Street Market,Atlantic Station,casual
R100880,2026-06-09 18:29:00,2026-06-09 18:40:46,Midtown MARTA,Piedmont Park,member
R105132,2026-07-21 08:48:00,2026-07-21 08:55:18,Georgia State University,Piedmont Park,member
R105744,2026-07-28 16:41:00,2026-07-28 16:51:24,Ponce City Market,West End,member
R105448,2026-07-25 15:41:00,07/25/2026 15:56,Centennial Olympic Park,Ponce City Market,member
R100255,06/03/2026 17:29,2026-06-03 17:48:48,Georgia State University,Midtown MARTA,casual
R102254,06/23/2026 08:15,23-Jun-2026 08:30,Ponce City Market,Georgia State University,casual
R102121,2026-06-21 10:30:00,2026-06-21 10:43:58,PONCE CITY MARKET,Centennial Olympic Pk,member
R102769,2026-06-28 12:58:00,06/28/2026 13:27,Georgia State University,Ponce City Market,casual
R104326,2026-07-14 17:57:00,2026-07-14 18:09:41,Grant Park,Ponce City Market,member
R103874,2026-07-09 21:02:00,2026-07-09 21:14:48,Grant Park,Ponce City Market,casual
R104916,07/20/2026 09:05,2026-07-20 09:13:30,Centennial Olympic Park,Atlantic Station,member
R100009,2026-06-01 08:38:00,2026-06-01 08:50:52,Georgia State University,MIDTOWN MARTA,member
R103431,2026-07-05 12:10:00,05-Jul-2026 12:36,Ponce City Market,West End,casual
R104745,2026-07-18 09:37:00,2026-07-18 09:49:29,Ponce City Market,  Midtown MARTA ,member
R103492,07/06/2026 08:12,06-Jul-2026 08:28,Midtown MARTA,Georgia State University,member
R104324,07/14/2026 10:19,2026-07-14 10:29:31,  Midtown MARTA ,Ponce City Market,member
R103728,07/08/2026 15:28,2026-07-08 15:40:13,Grant Park,Krog Street Market,casual
R105000,07/20/2026 05:05,2026-07-20 05:19:59,Midtown MARTA,  Ponce City Market ,member
R100895,06/09/2026 13:56,2026-06-09 14:15:25,Piedmont Park,midtown marta,member
R105093,2026-07-21 15:45:00,2026-07-21 16:04:45,MIDTOWN MARTA,Georgia State University,member
R101152,2026-06-12 17:17:00,06/12/2026 17:28,Ponce City Market,Georgia State University,member
R102856,2026-06-28 11:09:00,2026-06-28 11:49:04,Georgia State University,Centennial Olympic Park,casual
R105630,2026-07-27 17:21:00,2026-07-27 17:42:52,Midtown MARTA,Ponce City Market,casual
R100709,06/08/2026 14:51,2026-06-08 15:00:31,  Midtown MARTA ,Ponce City Market,member
R101509,2026-06-15 17:38:00,2026-06-15 18:03:09,Midtown MARTA,Centennial Olympic Park,casual
R104205,07/13/2026 18:39,2026-07-13 18:49:09,Midtown MARTA,Ponce City Market,member
R105642,2026-07-27 18:40:00,2026-07-27 18:49:55,MIDTOWN MARTA,PIEDMONT PARK,member
R100090,2026-06-01 11:18:00,2026-06-01 11:32:32,Georgia State University,midtown marta,member
R104752,2026-07-18 08:01:00,2026-07-18 08:17:11,Centennial Olympic Park,Ponce City Market,member
R103534,2026-07-06 08:43:00,2026-07-06 08:57:50,West End,Midtown MARTA,member
R105456,25-Jul-2026 11:30,07/25/2026 11:47,MIDTOWN MARTA,Centennial Olympic Park,member
R105148,07/21/2026 08:23,2026-07-30 08:23:00,Atlantic Station,Georgia State University,casual
R102398,2026-06-24 07:57:00,06/24/2026 08:01,Midtown MARTA,Ponce City Market,member
R101813,2026-06-19 12:31:00,2026-06-19 12:40:09,Midtown MARTA,Grant Park,member
R103976,07/10/2026 19:56,2026-07-10 20:02:03,Georgia State University,Krog Street Market,member
R105049,2026-07-21 06:39:00,2026-07-21 07:07:25,Ponce City Market,Atlantic Station,casual
R100818,2026-06-09 20:19:00,09-Jun-2026 20:40,MIDTOWN MARTA,Atlantic Station,casual
R102992,2026-06-30 15:30:00,2026-06-30 15:47:36,Midtown MARTA,CENTENNIAL OLYMPIC PARK,member
R105915,2026-07-30 22:39:00,07/30/2026 22:50,Midtown MARTA,Atlantic Station,member
R100161,2026-06-02 15:17:00,02-Jun-2026 15:23,Ponce City Market,Midtown MARTA,casual
R102435,2026-06-24 11:42:00,2026-06-24 12:03:23,PONCE CITY MARKET,Grant Park,casual
R104834,2026-07-19 19:52:00,2026-07-19 20:11:00,Ponce City Market,West End,casual
R102902,29-Jun-2026 15:45,06/29/2026 15:52,Midtown MARTA,Ponce City Market,member
R104820,2026-07-19 14:34:00,07/19/2026 14:48,Midtown MARTA,Ponce City Market,member
R100544,2026-06-06 12:04:00,06-Jun-2026 12:21,MIDTOWN MARTA,Grant Park,casual
R101995,2026-06-20 09:35:00,2026-06-20 10:08:44,  Ponce City Market ,Midtown MARTA,casual
R102958,2026-06-30 06:17:00,2026-06-30 06:30:20,Centennial Olympic Park,MIDTOWN MARTA,member
R105840,2026-07-29 11:27:00,07/29/2026 11:35,Ponce City Market,Centennial Olympic Park,member
R100018,2026-06-01 19:02:00,06/01/2026 19:19,Midtown MARTA,GEORGIA STATE UNIVERSITY,member
R102326,2026-06-24 13:57:00,2026-06-24 14:06:34,West End,Georgia State University,member
R100457,2026-06-05 18:08:00,2026-06-05 18:18:12,Atlantic Station,Piedmont Park,member
R104629,07/17/2026 08:50,2026-07-17 08:57:23,Georgia State University,Midtown MARTA,member
R101654,2026-06-17 07:24:00,2026-06-17 07:29:10,Midtown MARTA,Georgia State University,member
R103708,08-Jul-2026 21:38,07/08/2026 21:50,Centennial Olympic Park,KROG STREET MARKET,member
R102924,2026-06-29 08:38:00,2026-06-29 08:45:57,Centennial Olympic Pk,Georgia State University,member
R104072,2026-07-11 13:34:00,2026-07-11 13:40:12,Georgia State University,centennial olympic park,
R102507,2026-06-25 18:32:00,2026-06-25 18:39:14,Atlantic Station,Ponce City Market,member
R102039,2026-06-21 18:00:00,2026-06-21 18:49:09,Ponce City Market,Midtown MARTA,casual
R103225,2026-07-03 05:36:00,2026-07-03 05:39:26,Ponce City Market,Centennial Olympic Park,member
R105271,07/23/2026 10:44,2026-07-23 10:56:00,ponce city market,  Atlantic Station ,member
R105024,2026-07-20 12:44:00,2026-07-20 13:02:51,Ponce City Market,Midtown MARTA,member
R100397,2026-06-04 16:16:00,04-Jun-2026 16:25,Atlantic Station,Midtown MARTA,member
R103840,2026-07-09 19:25:00,2026-07-09 19:25:00,Centennial Olympic Park,Centennial Olympic Park,member
R101450,2026-06-15 14:13:00,15-Jun-2026 14:38,Ponce City Market,Centennial Olympic Park,casual
R104866,2026-07-19 07:06:00,2026-07-19 07:21:38,Centennial Olympic Park,Georgia State University,member
R105471,07/25/2026 02:14,2026-07-25 02:19:47,GEORGIA STATE UNIVERSITY,Ponce City Market,casual
R103325,2026-07-04 22:59:00,2026-07-04 23:26:10,Georgia State University,Centennial Olympic Park,casual
R100694,2026-06-07 12:59:00,2026-06-07 13:28:53,georgia state university,LITTLE FIVE POINTS,casual
R102777,2026-06-28 13:19:00,2026-06-28 13:37:55,Atlantic Station,Midtown MARTA,member
R103795,09-Jul-2026 18:45,2026-07-09 19:03:24,Midtown MARTA,Piedmont Park,member
R101161,12-Jun-2026 07:13,2026-06-12 07:18:28,georgia state university,Midtown MARTA,member
R104085,2026-07-11 22:36:00,11-Jul-2026 23:01,midtown marta,Georgia State University,casual
R105968,30-Jul-2026 19:28,2026-07-30 19:44:19,Piedmont Park,Georgia State University,casual
R103425,05-Jul-2026 12:56,2026-07-05 13:08:33,Atlantic Station,grant park,member
R103934,07/10/2026 17:08,2026-07-10 17:21:37,Georgia State University,Centennial Olympic Park,member
R104776,07/18/2026 12:21,07/18/2026 12:26,Midtown MARTA,Atlantic Station,member
R100510,2026-06-05 07:53:00,06/05/2026 08:01,Georgia State University,Grant Park,member
R104300,2026-07-14 06:52:00,07/14/2026 07:01,Ponce City Market,Georgia State University,member
R102990,2026-06-30 18:00:00,2026-06-30 18:08:05,  Atlantic Station ,Georgia State University,member
R101546,2026-06-16 06:15:00,2026-06-16 06:20:04,Piedmont Park,Midtown MARTA,member
R102937,2026-06-29 15:32:00,2026-06-29 15:45:37,Centennial Olympic Park,ponce city market,member
R100920,2026-06-10 11:43:00,2026-06-10 11:55:54,Ponce City Market,MIDTOWN MARTA,member
R105625,2026-07-27 13:13:00,2026-07-27 13:31:47,Ponce City Market,PIEDMONT PARK,casual
R103433,05-Jul-2026 01:59,2026-07-05 02:19:41,Ponce City Market,georgia state university,member
R103109,2026-07-02 07:52:00,2026-07-02 08:04:20,Centennial Olympic Park,Midtown MARTA,member
R100525,2026-06-06 21:05:00,2026-06-06 21:24:23,Midtown MARTA,Piedmont Park,member
R104946,2026-07-20 07:43:00,2026-07-20 08:10:27,Midtown MARTA,Krog Street Market,casual
R100905,09-Jun-2026 08:54,2026-06-09 09:03:49,Piedmont Park,Georgia State University,member
R101794,2026-06-18 16:31:00,2026-06-18 16:44:38,Atlantic Station,Ponce City Market,member
R105792,2026-07-28 18:22:00,2026-07-28 18:55:45,ponce city market,Midtown MARTA,casual
R102216,2026-06-22 17:22:00,2026-06-22 17:31:23,Little Five Points,Midtown MARTA,member
R103794,2026-07-09 11:22:00,2026-07-09 11:32:20,GEORGIA STATE UNIVERSITY,West End,member
R102407,2026-06-24 22:56:00,06/24/2026 23:05,Georgia State University,Atlantic Station,casual
R100464,2026-06-05 17:23:00,2026-06-05 17:29:24,Piedmont Park,Krog Street Market,casual
R102001,06/20/2026 10:11,2026-06-20 10:58:46,Atlantic Station,ponce city market,casual
R101612,2026-06-17 17:58:00,17-Jun-2026 18:00,Atlantic Station,Ponce City Market,member
R103153,02-Jul-2026 13:55,02-Jul-2026 14:05,centennial olympic park,Georgia State University,member
R100402,04-Jun-2026 08:58,04-Jun-2026 09:11,Little Five Points,Midtown MARTA,member
R101913,2026-06-19 18:17:00,2026-06-19 18:32:09,Ponce City Market,Midtown MARTA,casual
R104605,2026-07-17 12:30:00,2026-07-17 12:39:15,Georgia State University,Krog Street Market,member
R104965,2026-07-20 09:56:00,2026-07-20 10:06:35,Ponce City Market,  Midtown MARTA ,member
R105426,25-Jul-2026 10:25,2026-07-25 10:39:39,West End,Atlantic Station,member
R104722,18-Jul-2026 10:50,2026-07-18 11:08:30,Ponce City Market,Piedmont Pk,member
R100810,2026-06-09 20:37:00,2026-06-09 20:46:46,Midtown MARTA,GRANT PARK,member
R103127,2026-07-02 14:56:00,02-Jul-2026 15:39,Midtown MARTA,GEORGIA STATE UNIVERSITY,casual
R104265,2026-07-14 06:40:00,2026-07-14 07:06:59,Midtown MARTA,Georgia State University,casual
R102929,06/29/2026 19:08,2026-06-29 19:13:53,Midtown MARTA,Atlantic Station,member
R102842,2026-06-28 07:00:00,2026-06-28 07:19:13,Centennial Olympic Park,Little Five Points,casual
R105344,2026-07-24 17:35:00,2026-07-24 17:58:10,Centennial Olympic Park,  Midtown MARTA ,member
R105444,2026-07-25 08:13:00,07/25/2026 08:50,PONCE CITY MARKET,Midtown MARTA,casual
R105567,2026-07-26 11:10:00,2026-07-26 11:23:34,GEORGIA STATE UNIVERSITY,Midtown MARTA,member
R100976,2026-06-10 06:19:00,2026-06-10 06:28:13,georgia state university,Ponce City Market,member
R104944,07/20/2026 06:26,2026-07-20 06:44:42,  Georgia State University ,Ponce City Market,member
R100891,2026-06-09 06:59:00,2026-06-09 07:02:13,Georgia State University,Midtown MARTA,member
R104323,2026-07-14 16:12:00,2026-07-14 16:17:11,Midtown MARTA,Atlantic Station,member
R100950,2026-06-10 07:09:00,2026-06-10 07:14:21,Ponce City Market,  Centennial Olympic Park ,member
R102539,25-Jun-2026 09:26,2026-06-25 09:46:24,Georgia State University,Atlantic Station,casual
R103609,2026-07-07 07:08:00,07/07/2026 07:19,Centennial Olympic Park,Midtown MARTA,member
R103383,2026-07-05 11:19:00,2026-07-05 11:57:46,Atlantic Station,Centennial Olympic Park,casual
R101970,2026-06-20 15:34:00,06/20/2026 15:57,GEORGIA STATE UNIVERSITY,piedmont park,casual
R105223,2026-07-22 17:08:00,2026-07-22 17:21:24,Midtown MARTA,Grant Park,member
R101760,06/18/2026 06:09,18-Jun-2026 06:18,  Ponce City Market ,Piedmont Park,member
R101224,2026-06-12 21:36:00,2026-06-12 21:43:12,Georgia State University,  Midtown MARTA ,member
R102836,2026-06-28 17:26:00,2026-06-28 17:37:06,Midtown MARTA,Ponce City Market,member
R102847,2026-06-28 08:31:00,2026-06-28 08:56:01,Midtown MARTA,  Centennial Olympic Park ,casual
R100947,2026-06-10 15:34:00,2026-06-10 16:03:02,Georgia State University,Midtown MARTA,casual
R105474,25-Jul-2026 00:17,2026-07-25 00:33:47,Ponce City Market,Georgia State University,casual
R101608,2026-06-17 17:04:00,06/17/2026 17:08,Atlantic Station,CENTENNIAL OLYMPIC PARK,member
R101372,06/14/2026 09:40,06/14/2026 10:12,Midtown MARTA,Krog Street Market,casual
R100137,06/02/2026 05:38,06/02/2026 05:45,Midtown MARTA,Grant Park,member
R103268,07/03/2026 07:33,03-Jul-2026 07:46,Ponce City Market,Atlantic Station,member
R100292,2026-06-03 12:58:00,2026-06-03 13:09:46,Georgia State University,Midtown MARTA,member
R102096,2026-06-21 14:00:00,06/21/2026 14:23,West End,Krog Street Market,casual
R104173,2026-07-12 10:28:00,2026-07-12 10:54:44,Ponce City Market,Midtown MARTA,casual
R104317,2026-07-14 18:27:00,2026-07-14 18:38:16,Midtown MARTA,West End,member
R103009,2026-06-30 07:06:00,2026-06-30 07:31:31,ATLANTIC STATION,  Little Five Points ,casual
R101453,2026-06-15 16:39:00,2026-06-15 16:52:17,Georgia State University,Ponce City Market,member
R101933,06/20/2026 17:04,2026-06-20 17:19:19,Piedmont Park,Centennial Olympic Park,member
R102721,2026-06-27 13:24:00,2026-06-27 13:31:52,Centennial Olympic Park,Midtown MARTA,casual
R104080,2026-07-11 17:56:00,2026-07-11 18:12:50,Midtown MARTA,Ponce City Market,member
R101775,2026-06-18 11:54:00,2026-06-18 12:07:52,Midtown MARTA,Ponce City Market,member
R103550,2026-07-06 17:09:00,2026-07-06 17:17:10,Midtown MARTA,Georgia State University,member
R104062,11-Jul-2026 14:01,07/11/2026 14:21,GEORGIA STATE UNIVERSITY,Ponce City Market,casual
R105742,2026-07-28 18:08:00,2026-07-28 18:17:38,Georgia State University,Midtown MARTA,member
R101480,15-Jun-2026 14:15,2026-06-15 14:23:43,  Midtown MARTA ,Atlantic Station,member
R101360,2026-06-14 21:10:00,06/14/2026 21:44,Georgia State University,Ponce City Market,casual
R102156,2026-06-22 08:03:00,06/22/2026 08:07,Atlantic Station,Georgia State University,member
R100404,06/04/2026 08:37,04-Jun-2026 08:47,Midtown MARTA,PONCE CITY MARKET,member
R104358,14-Jul-2026 17:02,2026-07-14 17:10:15,Ponce City Market,Centennial Olympic Park,member
R104593,2026-07-17 12:39:00,2026-07-17 12:54:14,Midtown MARTA,Georgia State University,member
R102251,2026-06-23 17:06:00,06/23/2026 17:16,Ponce City Market,Piedmont Park,member
R103981,10-Jul-2026 21:05,2026-07-10 21:23:48,Atlantic Station,Ponce City Market,member
R104885,2026-07-19 11:15:00,2026-07-19 11:16:00,Georgia State University,West End,casual
R103362,2026-07-04 14:17:00,2026-07-04 14:55:01,  Centennial Olympic Park ,Midtown MARTA,casual
R102386,2026-06-24 08:33:00,24-Jun-2026 08:48,Ponce City Market,Piedmont Park,member
R101683,2026-06-17 17:33:00,06/17/2026 18:00,Midtown MARTA,Grant Park,casual
R103846,2026-07-09 11:56:00,2026-07-09 12:05:43,  Atlantic Station ,Centennial Olympic Park,member
R105815,2026-07-29 05:42:00,2026-07-29 05:56:48,Georgia State University,midtown marta,member
R104171,07/12/2026 12:49,07/12/2026 13:06,Piedmont Park,midtown marta,casual
R100038,2026-06-01 08:36:00,2026-06-01 08:44:59,Ponce City Market,centennial olympic park,member
R100568,2026-06-06 12:37:00,2026-06-06 12:47:29,Georgia State University,Centennial Olympic Park,member
R105451,25-Jul-2026 21:36,25-Jul-2026 21:52,WEST END,Centennial Olympic Park,casual
R102816,2026-06-28 15:18:00,2026-06-28 15:31:46,Ponce City Market,Piedmont Park,casual
R102512,2026-06-25 02:21:00,2026-06-25 02:29:44,Georgia State University,Centennial Olympic Park,member
R101164,2026-06-12 15:02:00,2026-06-12 15:15:03,Georgia State University,Midtown MARTA,member
R100251,06/03/2026 08:23,2026-06-03 08:45:21,Midtown MARTA,Ponce City Market,casual
R104735,07/18/2026 07:46,2026-07-18 07:53:04,Krog St. Market,,member
R101686,2026-06-17 17:21:00,2026-06-17 17:31:28,Ponce City Market,Midtown MARTA,member
R104118,2026-07-12 12:39:00,2026-07-12 12:45:37,GEORGIA STATE UNIVERSITY,MIDTOWN MARTA,member
R105610,07/27/2026 18:03,27-Jul-2026 18:17,midtown marta,Georgia State University,member
R102838,06/28/2026 09:39,2026-06-28 09:55:47,Ponce City Market,Atlantic Station,casual
R104655,2026-07-17 08:44:00,17-Jul-2026 08:59,Atlantic Station,Midtown MARTA,member
R104900,07/19/2026 12:15,2026-07-19 12:21:45,Centennial Olympic Park,Georgia State University,member
R103674,2026-07-08 11:37:00,08-Jul-2026 11:54,Midtown MARTA,centennial olympic park,member
R103421,2026-07-05 08:37:00,2026-07-05 09:07:29,Midtown MARTA,Atlantic Station,casual
